               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  44,            0.033889,            0.022914,            0.012555,             0.70272,             0.70077,             0.74018,             0.48915,            0.032079,            0.010783,            0.017458,            0.005743,            0.005743,            0.005743
                  45,            0.033761,            0.023006,            0.013522,             0.76359,             0.71186,             0.76235,             0.48983,            0.032006,             0.01099,            0.017164,            0.005644,            0.005644,            0.005644
                  46,            0.033674,            0.023016,            0.012941,             0.74672,             0.71214,             0.75793,             0.50372,            0.032026,            0.010741,            0.016875,            0.005545,            0.005545,            0.005545
                  47,            0.032837,            0.022631,            0.012761,             0.79414,             0.70927,             0.76387,             0.51367,            0.031516,            0.010754,            0.017561,            0.005446,            0.005446,            0.005446
                  48,            0.032594,            0.022769,            0.012678,              0.8072,             0.69438,             0.77016,             0.51558,            0.031255,            0.010601,            0.017473,            0.005347,            0.005347,            0.005347
                  49,            0.032725,            0.022602,            0.012371,             0.74699,             0.69651,             0.74974,             0.49786,            0.031724,            0.010927,            0.017912,            0.005248,            0.005248,            0.005248
                  50,            0.032648,            0.022427,            0.011949,             0.78151,             0.67088,              0.7643,             0.50792,             0.03016,            0.010618,             0.01905,            0.005149,            0.005149,            0.005149
                  51,            0.032795,            0.021961,            0.012901,             0.77897,              0.6985,              0.7613,              0.5128,            0.031083,            0.010676,            0.018827,             0.00505,             0.00505,             0.00505
                  52,            0.032472,            0.021813,            0.011951,             0.80936,             0.73014,             0.79376,             0.53289,             0.03046,            0.010884,            0.015613,            0.004951,            0.004951,            0.004951
                  53,            0.032604,            0.022456,            0.011873,             0.77294,             0.71447,             0.77236,             0.52113,            0.031577,            0.010683,            0.015898,            0.004852,            0.004852,            0.004852
                  54,            0.032005,             0.02195,            0.010994,             0.81825,              0.6593,             0.76241,             0.51938,            0.032048,            0.010751,            0.018144,            0.004753,            0.004753,            0.004753
                  55,            0.031685,            0.021845,            0.011442,             0.69385,             0.74018,             0.75646,             0.51007,            0.032602,            0.010579,            0.018322,            0.004654,            0.004654,            0.004654
                  56,             0.03128,            0.021753,            0.011173,              0.7729,             0.71607,             0.76688,              0.5213,            0.031567,            0.010739,            0.018054,            0.004555,            0.004555,            0.004555
                  57,            0.031907,            0.022117,            0.011211,             0.80807,             0.68913,             0.77938,             0.52181,            0.031714,            0.010462,            0.017911,            0.004456,            0.004456,            0.004456
                  58,            0.032008,            0.021821,            0.011299,             0.83724,             0.68136,             0.77361,             0.51874,            0.031397,            0.010626,            0.018809,            0.004357,            0.004357,            0.004357
                  59,            0.031392,            0.021991,            0.011284,             0.75889,             0.74056,             0.77642,             0.52543,            0.031613,             0.01095,             0.01654,            0.004258,            0.004258,            0.004258
                  60,            0.030666,            0.021336,            0.010462,             0.81931,             0.67643,             0.76544,             0.51729,            0.031551,            0.010791,            0.018858,            0.004159,            0.004159,            0.004159
                  61,            0.031089,            0.021198,            0.010781,             0.73462,             0.73543,             0.76564,             0.51608,            0.031334,            0.011025,            0.015781,             0.00406,             0.00406,             0.00406
                  62,            0.031075,            0.021908,            0.010582,             0.79441,             0.72674,             0.79538,             0.54485,            0.030751,            0.010677,            0.014776,            0.003961,            0.003961,            0.003961
                  63,            0.030801,            0.021393,            0.010226,             0.78263,             0.65812,             0.76145,             0.52185,             0.03119,            0.011022,            0.016297,            0.003862,            0.003862,            0.003862
                  64,            0.031139,            0.021279,            0.010899,             0.74007,              0.7425,             0.77398,             0.54014,              0.0315,            0.010813,            0.015927,            0.003763,            0.003763,            0.003763
                  65,            0.030423,            0.021068,            0.010031,             0.70824,             0.75235,             0.78118,              0.5313,            0.030696,            0.010645,            0.017763,            0.003664,            0.003664,            0.003664
                  66,            0.030322,            0.021022,           0.0098211,             0.82405,             0.68504,              0.7894,             0.54703,            0.031042,            0.010538,             0.01659,            0.003565,            0.003565,            0.003565
                  67,            0.029899,            0.020856,            0.010326,             0.80148,             0.71759,             0.77848,             0.54527,              0.0302,            0.010766,            0.018828,            0.003466,            0.003466,            0.003466
                  68,            0.030283,             0.02073,            0.010493,             0.81063,              0.7042,              0.7744,             0.53466,            0.031213,            0.010622,            0.017082,            0.003367,            0.003367,            0.003367
                  69,            0.030372,            0.020714,            0.010237,             0.81317,             0.69151,             0.77751,             0.53784,            0.030666,            0.010429,            0.019376,            0.003268,            0.003268,            0.003268
                  70,            0.029647,            0.020984,           0.0094654,             0.77577,              0.7229,             0.77155,             0.54088,            0.030127,            0.010817,              0.0184,            0.003169,            0.003169,            0.003169
                  71,            0.029832,            0.020697,           0.0093409,             0.79365,             0.74166,             0.79401,             0.55617,            0.030273,            0.010358,            0.017621,             0.00307,             0.00307,             0.00307
                  72,            0.029429,            0.020794,           0.0092006,             0.79014,             0.72939,              0.7925,             0.55111,            0.030554,            0.010508,             0.01618,            0.002971,            0.002971,            0.002971
                  73,            0.029164,            0.020875,           0.0090678,             0.77698,             0.73711,             0.78113,             0.54999,            0.030127,            0.010611,             0.01707,            0.002872,            0.002872,            0.002872
                  74,            0.029213,            0.020584,           0.0087183,              0.7881,             0.75415,             0.79991,             0.55957,            0.030392,            0.010524,            0.015174,            0.002773,            0.002773,            0.002773
                  75,            0.028991,            0.020722,           0.0093594,             0.79569,             0.73891,             0.77903,              0.5441,            0.030946,            0.010558,            0.017564,            0.002674,            0.002674,            0.002674
                  76,            0.028981,             0.02045,           0.0090211,              0.7665,             0.73739,             0.78219,             0.54715,            0.029356,            0.010663,            0.018655,            0.002575,            0.002575,            0.002575
                  77,            0.028881,            0.020437,           0.0086407,             0.75399,             0.75257,             0.78628,             0.54106,            0.031027,            0.010829,            0.018648,            0.002476,            0.002476,            0.002476
                  78,            0.028729,            0.020173,           0.0083329,             0.81384,             0.71819,             0.78932,             0.54925,            0.030286,            0.010567,            0.018597,            0.002377,            0.002377,            0.002377
                  79,            0.028494,            0.020637,           0.0083403,             0.82263,             0.67997,             0.76835,             0.53955,            0.031063,            0.010827,            0.018289,            0.002278,            0.002278,            0.002278
                  80,            0.028474,            0.020496,           0.0084377,             0.76783,             0.76175,             0.78313,             0.55367,            0.029935,            0.010672,            0.017508,            0.002179,            0.002179,            0.002179
                  81,            0.028358,            0.019978,            0.008289,             0.78898,             0.71706,             0.78862,             0.55825,            0.030195,            0.010716,            0.017017,             0.00208,             0.00208,             0.00208
                  82,            0.027843,             0.01994,           0.0076726,             0.83025,              0.7267,             0.80414,             0.56203,              0.0309,            0.010442,            0.018127,            0.001981,            0.001981,            0.001981
                  83,            0.027943,            0.020051,             0.00832,             0.85912,             0.70476,             0.79142,             0.55997,            0.030167,            0.010575,            0.018747,            0.001882,            0.001882,            0.001882
                  84,              0.0279,            0.020161,           0.0077264,             0.82827,             0.71581,             0.80012,             0.55934,            0.030187,            0.010437,            0.017342,            0.001783,            0.001783,            0.001783
                  85,            0.027944,             0.01982,           0.0077794,             0.83234,             0.69478,             0.79384,             0.55849,            0.030462,             0.01053,            0.018046,            0.001684,            0.001684,            0.001684
                  86,            0.027554,            0.019708,           0.0077227,             0.82685,             0.70817,             0.80196,             0.56173,            0.030602,            0.010379,            0.018547,            0.001585,            0.001585,            0.001585
                  87,             0.02741,            0.019545,           0.0077999,             0.80836,              0.7177,             0.80119,             0.56624,            0.030232,            0.010324,            0.018892,            0.001486,            0.001486,            0.001486
                  88,            0.027559,            0.019837,           0.0076817,             0.79487,             0.73054,              0.8026,             0.56216,            0.030398,            0.010592,             0.01854,            0.001387,            0.001387,            0.001387
                  89,            0.027041,            0.019507,           0.0076004,             0.80737,             0.73381,             0.79662,             0.57155,            0.030299,            0.010672,            0.019038,            0.001288,            0.001288,            0.001288
                  90,            0.027053,            0.019362,           0.0074373,             0.82428,             0.71002,             0.80135,             0.57319,             0.03034,            0.010663,            0.019268,            0.001189,            0.001189,            0.001189
                  91,            0.026933,            0.019338,           0.0076849,             0.78826,             0.74652,              0.8004,             0.57009,            0.030299,            0.010676,             0.01961,             0.00109,             0.00109,             0.00109
                  92,            0.027064,             0.01961,           0.0071187,             0.78615,             0.74678,             0.79996,             0.56475,            0.030052,            0.010554,            0.018995,            0.000991,            0.000991,            0.000991
                  93,            0.026385,            0.019308,           0.0071217,             0.85517,             0.69349,             0.79649,             0.56712,            0.030067,              0.0106,            0.018825,            0.000892,            0.000892,            0.000892
                  94,            0.026317,            0.018912,             0.00763,             0.84992,             0.70752,             0.80474,             0.56744,            0.030205,            0.010619,            0.018732,            0.000793,            0.000793,            0.000793
                  95,            0.026664,            0.019016,           0.0070024,             0.82636,             0.72678,             0.80694,              0.5723,             0.03004,            0.010544,            0.018686,            0.000694,            0.000694,            0.000694
                  96,            0.025984,            0.019181,           0.0066435,             0.80694,             0.73735,             0.80565,             0.57187,            0.030061,             0.01063,            0.019147,            0.000595,            0.000595,            0.000595
                  97,            0.026658,            0.019066,           0.0066335,             0.82075,             0.71584,             0.79331,             0.57135,              0.0301,            0.010605,              0.0193,            0.000496,            0.000496,            0.000496
                  98,            0.025894,            0.018744,            0.006855,             0.81771,             0.72881,             0.80001,             0.57249,            0.029818,            0.010549,              0.0195,            0.000397,            0.000397,            0.000397
                  99,            0.026197,            0.018314,           0.0068499,             0.80146,             0.73758,             0.80354,             0.57409,            0.029935,            0.010586,            0.018916,            0.000298,            0.000298,            0.000298
