               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,             0.02815,            0.018902,           0.0075984,             0.75298,             0.77141,             0.78929,             0.54989,            0.030723,            0.010728,             0.01598,           0.0079375,           0.0079375,           0.0079375
                 127,            0.027984,             0.01938,           0.0079829,             0.80562,             0.71656,             0.78796,             0.55162,            0.030708,            0.010578,            0.014882,            0.007921,            0.007921,            0.007921
                 128,            0.027932,             0.01924,           0.0076748,             0.75273,             0.77919,             0.79165,             0.54843,            0.030814,            0.010459,            0.016287,           0.0079045,           0.0079045,           0.0079045
                 129,            0.028539,            0.019595,           0.0085701,             0.75219,             0.78617,              0.8031,             0.54819,            0.030347,             0.01057,            0.016441,            0.007888,            0.007888,            0.007888
                 130,            0.028097,            0.019345,           0.0074467,             0.79692,             0.74243,             0.79057,              0.5567,            0.030572,            0.010774,            0.015956,           0.0078715,           0.0078715,           0.0078715
                 131,            0.028411,            0.018989,           0.0078917,             0.79792,             0.73935,             0.78249,             0.53732,            0.031205,            0.010578,            0.016414,            0.007855,            0.007855,            0.007855
                 132,            0.028212,            0.019297,           0.0079951,             0.82441,             0.74236,             0.79313,             0.54701,            0.030526,            0.010328,            0.016186,           0.0078385,           0.0078385,           0.0078385
                 133,            0.027866,             0.01858,           0.0076339,             0.80176,              0.7275,             0.78923,             0.54834,            0.031135,            0.010579,            0.016383,            0.007822,            0.007822,            0.007822
                 134,            0.027952,            0.019126,              0.0078,             0.80799,             0.75172,             0.80239,             0.56035,            0.031014,            0.010373,            0.016377,           0.0078055,           0.0078055,           0.0078055
                 135,            0.027719,            0.019026,           0.0074851,             0.80854,             0.72007,             0.78941,             0.55195,            0.030406,            0.010408,            0.016094,            0.007789,            0.007789,            0.007789
                 136,            0.028206,            0.018722,           0.0077362,             0.75401,             0.75428,             0.77843,              0.5396,            0.030876,            0.010682,            0.016314,           0.0077725,           0.0077725,           0.0077725
                 137,            0.027672,            0.018985,           0.0080543,             0.77242,             0.73461,             0.78741,             0.54919,            0.030676,             0.01077,            0.015342,            0.007756,            0.007756,            0.007756
                 138,            0.027585,            0.018563,           0.0078196,             0.82512,             0.73787,             0.80531,             0.56383,             0.03035,            0.010544,            0.015438,           0.0077395,           0.0077395,           0.0077395
                 139,            0.027733,            0.018729,           0.0073689,              0.7986,              0.7271,             0.77866,             0.54531,            0.031182,            0.010742,             0.01666,            0.007723,            0.007723,            0.007723
                 140,             0.02776,             0.01919,           0.0069561,             0.85658,               0.679,              0.7797,               0.544,            0.030976,            0.010919,            0.016987,           0.0077065,           0.0077065,           0.0077065
                 141,            0.026917,            0.018337,           0.0074291,             0.80202,             0.71786,             0.77662,             0.55177,            0.030782,            0.010872,            0.016296,             0.00769,             0.00769,             0.00769
                 142,            0.027345,            0.018512,           0.0069744,             0.79942,             0.73308,             0.78604,             0.55869,            0.030382,              0.0108,             0.01637,           0.0076735,           0.0076735,           0.0076735
                 143,            0.027252,            0.018295,           0.0075542,             0.79366,             0.73678,             0.78787,             0.55486,            0.030429,            0.010765,            0.015724,            0.007657,            0.007657,            0.007657
                 144,            0.026971,            0.018541,           0.0078682,             0.79504,             0.75403,             0.79487,              0.5508,            0.030723,            0.010655,            0.015322,           0.0076405,           0.0076405,           0.0076405
                 145,            0.027303,            0.018787,           0.0077097,             0.81632,             0.73436,             0.79441,             0.55348,            0.030858,            0.010596,            0.015428,            0.007624,            0.007624,            0.007624
